organismal_trait	pSTR	lrt_pvalue	adjusted_p	BF_significant
abamectin_norm.n	STR_10724	8.78543224553266e-06	0.021919653452604	TRUE
abamectin_norm.n	STR_10746	0.267678868653275	1	FALSE
abamectin_norm.n	STR_10748	0.129940522598945	1	FALSE
abamectin_norm.n	STR_10792	0.133495129698769	1	FALSE
abamectin_norm.n	STR_108	0.00796473715475849	1	FALSE
abamectin_norm.n	STR_1081	0.122522681966972	1	FALSE
abamectin_norm.n	STR_1085	0.0481308780609206	1	FALSE
abamectin_norm.n	STR_10853	0.226050011430829	1	FALSE
abamectin_norm.n	STR_1087	0.00149202910329449	1	FALSE
abamectin_norm.n	STR_10920	0.290471717379844	1	FALSE
abamectin_norm.n	STR_10924	0.17778140752018	1	FALSE
abamectin_norm.n	STR_10930	0.03987973260077	1	FALSE
abamectin_norm.n	STR_10934	0.000751270624349021	1	FALSE
abamectin_norm.n	STR_10952	0.569810190267217	1	FALSE
abamectin_norm.n	STR_10956	0.0526277309673351	1	FALSE
abamectin_norm.n	STR_10961	0.164854842202339	1	FALSE
abamectin_norm.n	STR_10967	0.118740743173576	1	FALSE
abamectin_norm.n	STR_10975	0.22367602102379	1	FALSE
abamectin_norm.n	STR_10978	0.100563858418076	1	FALSE
abamectin_norm.n	STR_1098	0.0431656053180868	1	FALSE
abamectin_norm.n	STR_11003	0.440551807448078	1	FALSE
abamectin_norm.n	STR_11005	0.636234419437022	1	FALSE
abamectin_norm.n	STR_11011	0.00389456897344852	1	FALSE
abamectin_norm.n	STR_1102	0.040760947425756	1	FALSE
abamectin_norm.n	STR_11025	0.280512513813904	1	FALSE
abamectin_norm.n	STR_11026	0.0830739826125219	1	FALSE
abamectin_norm.n	STR_11027	0.42160716616812	1	FALSE
abamectin_norm.n	STR_11028	0.0552418114900743	1	FALSE
abamectin_norm.n	STR_11034	0.00248708501422456	1	FALSE
abamectin_norm.n	STR_11043	0.250289212335934	1	FALSE
abamectin_norm.n	STR_11076	0.209311462274041	1	FALSE
abamectin_norm.n	STR_11104	0.0496822098321432	1	FALSE
abamectin_norm.n	STR_11122	0.018739977494819	1	FALSE
abamectin_norm.n	STR_1115	0.488547386245113	1	FALSE
abamectin_norm.n	STR_11194	0.631432143447413	1	FALSE
abamectin_norm.n	STR_1121	0.345517099164628	1	FALSE
abamectin_norm.n	STR_11315	0.0017486787116949	1	FALSE
abamectin_norm.n	STR_1140	0.919251571777586	1	FALSE
abamectin_norm.n	STR_11413	0.377821970822166	1	FALSE
abamectin_norm.n	STR_11535	0.655799699781617	1	FALSE
abamectin_norm.n	STR_11536	0.345895358094141	1	FALSE
abamectin_norm.n	STR_11547	0.102030188604897	1	FALSE
abamectin_norm.n	STR_11563	0.0556419672895932	1	FALSE
abamectin_norm.n	STR_1159	0.254402889380746	1	FALSE
abamectin_norm.n	STR_11771	0.0823335537556429	1	FALSE
abamectin_norm.n	STR_11851	0.279652932055359	1	FALSE
abamectin_norm.n	STR_11887	0.000830086493337458	1	FALSE
abamectin_norm.n	STR_11914	0.598087732963574	1	FALSE
abamectin_norm.n	STR_11915	0.00517947071212585	1	FALSE
abamectin_norm.n	STR_11931	0.0076885200826093	1	FALSE
abamectin_norm.n	STR_11940	0.00742268679066014	1	FALSE
abamectin_norm.n	STR_11952	0.00151073447230784	1	FALSE
abamectin_norm.n	STR_11984	0.0417139977206913	1	FALSE
abamectin_norm.n	STR_12	0.0257819834435319	1	FALSE
abamectin_norm.n	STR_12009	0.000344645180502193	0.859889725352973	FALSE
abamectin_norm.n	STR_1203	0.677799771545487	1	FALSE
abamectin_norm.n	STR_12061	0.964353309019197	1	FALSE
abamectin_norm.n	STR_12072	0.507951971029905	1	FALSE
abamectin_norm.n	STR_12080	0.360402445436441	1	FALSE
abamectin_norm.n	STR_12083	0.000697106772769899	1	FALSE
abamectin_norm.n	STR_12086	0.147025484289621	1	FALSE
abamectin_norm.n	STR_12109	0.15567638175434	1	FALSE
abamectin_norm.n	STR_12113	0.000311075763894948	0.776134030917894	FALSE
abamectin_norm.n	STR_12119	0.00332181844188216	1	FALSE
abamectin_norm.n	STR_12184	0.465709084988245	1	FALSE
abamectin_norm.n	STR_12200	0.415815389736432	1	FALSE
abamectin_norm.n	STR_12224	0.0338524134408304	1	FALSE
abamectin_norm.n	STR_12227	0.965416928116623	1	FALSE
abamectin_norm.n	STR_12250	0.0108438994704573	1	FALSE
abamectin_norm.n	STR_12296	0.13474869302589	1	FALSE
abamectin_norm.n	STR_12336	0.0921724036066003	1	FALSE
abamectin_norm.n	STR_12369	0.0264574480616254	1	FALSE
abamectin_norm.n	STR_12383	0.00784896826717892	1	FALSE
abamectin_norm.n	STR_12397	2.80764432170758e-05	0.0700507258266042	FALSE
abamectin_norm.n	STR_12399	0.0495513201271508	1	FALSE
abamectin_norm.n	STR_12407	0.0334069527466645	1	FALSE
abamectin_norm.n	STR_12417	0.200380335836675	1	FALSE
abamectin_norm.n	STR_12423	0.00322479063302782	1	FALSE
abamectin_norm.n	STR_12424	0.580692128455015	1	FALSE
abamectin_norm.n	STR_12425	0.444575137064481	1	FALSE
abamectin_norm.n	STR_12427	0.142025860197723	1	FALSE
abamectin_norm.n	STR_12429	0.544538503607687	1	FALSE
abamectin_norm.n	STR_12439	0.0710715468414174	1	FALSE
abamectin_norm.n	STR_12441	0.316505720081402	1	FALSE
abamectin_norm.n	STR_12456	0.0587011970923001	1	FALSE
abamectin_norm.n	STR_12460	0.00014802202544402	0.36931495348283	FALSE
abamectin_norm.n	STR_12463	0.788244001506448	1	FALSE
abamectin_norm.n	STR_12479	0.563202927103284	1	FALSE
abamectin_norm.n	STR_12506	0.231421991311284	1	FALSE
abamectin_norm.n	STR_12507	0.00653838439342749	1	FALSE
abamectin_norm.n	STR_12514	0.0696406689847924	1	FALSE
abamectin_norm.n	STR_12516	0.302641508965003	1	FALSE
abamectin_norm.n	STR_12536	0.184719513234931	1	FALSE
abamectin_norm.n	STR_12574	0.514808943676048	1	FALSE
abamectin_norm.n	STR_1258	0.790909633779683	1	FALSE
abamectin_norm.n	STR_12587	0.70523621280651	1	FALSE
abamectin_norm.n	STR_12591	0.422724650229624	1	FALSE
abamectin_norm.n	STR_12614	0.80366930642615	1	FALSE
abamectin_norm.n	STR_12629	0.306044480007625	1	FALSE
abamectin_norm.n	STR_12641	0.49045616736208	1	FALSE
abamectin_norm.n	STR_12645	0.970958793662507	1	FALSE
abamectin_norm.n	STR_12721	0.222110189540724	1	FALSE
abamectin_norm.n	STR_12728	0.707284538525127	1	FALSE
abamectin_norm.n	STR_12736	0.075691448783816	1	FALSE
abamectin_norm.n	STR_12737	0.0190890676052467	1	FALSE
abamectin_norm.n	STR_12746	0.808298641385353	1	FALSE
abamectin_norm.n	STR_12750	0.32254368111897	1	FALSE
abamectin_norm.n	STR_12753	0.0240501694412125	1	FALSE
abamectin_norm.n	STR_12754	0.638290157946564	1	FALSE
abamectin_norm.n	STR_12757	0.0216707427221241	1	FALSE
abamectin_norm.n	STR_12763	0.0162508368418612	1	FALSE
abamectin_norm.n	STR_12773	0.0449963408965125	1	FALSE
abamectin_norm.n	STR_12783	0.0100236004747296	1	FALSE
abamectin_norm.n	STR_12784	0.0989231376966717	1	FALSE
abamectin_norm.n	STR_12793	0.291285405518138	1	FALSE
abamectin_norm.n	STR_12801	0.624445553476125	1	FALSE
abamectin_norm.n	STR_12803	0.905799794576549	1	FALSE
abamectin_norm.n	STR_12805	0.0151673936749481	1	FALSE
abamectin_norm.n	STR_12813	0.0648074349134189	1	FALSE
abamectin_norm.n	STR_12816	0.200107643158878	1	FALSE
abamectin_norm.n	STR_12829	0.249003495267391	1	FALSE
abamectin_norm.n	STR_12832	0.0723624120488095	1	FALSE
abamectin_norm.n	STR_12833	0.50508849254534	1	FALSE
abamectin_norm.n	STR_12836	0.0506321664585944	1	FALSE
abamectin_norm.n	STR_12843	0.0218764813811556	1	FALSE
abamectin_norm.n	STR_12844	0.0746735103590601	1	FALSE
abamectin_norm.n	STR_12858	0.0167450448843064	1	FALSE
abamectin_norm.n	STR_12860	0.0309040918045618	1	FALSE
abamectin_norm.n	STR_12885	0.353240594793289	1	FALSE
abamectin_norm.n	STR_12895	0.0666505198633602	1	FALSE
abamectin_norm.n	STR_12897	0.857295164278274	1	FALSE
abamectin_norm.n	STR_12898	0.559017330487677	1	FALSE
abamectin_norm.n	STR_12901	0.00963417123907208	1	FALSE
abamectin_norm.n	STR_12907	0.00967673567747827	1	FALSE
abamectin_norm.n	STR_12914	0.0451382483046201	1	FALSE
abamectin_norm.n	STR_12915	0.095117597574572	1	FALSE
abamectin_norm.n	STR_12973	0.606986615199178	1	FALSE
abamectin_norm.n	STR_12992	0.00398399585184938	1	FALSE
abamectin_norm.n	STR_13	0.00779810691024723	1	FALSE
abamectin_norm.n	STR_13000	0.0151196080228025	1	FALSE
abamectin_norm.n	STR_13008	0.243195577388068	1	FALSE
abamectin_norm.n	STR_13018	0.0829261712112309	1	FALSE
abamectin_norm.n	STR_13021	0.896895091216663	1	FALSE
abamectin_norm.n	STR_13027	0.343830138096454	1	FALSE
abamectin_norm.n	STR_13042	0.0624051589714123	1	FALSE
abamectin_norm.n	STR_13047	0.467416514540366	1	FALSE
abamectin_norm.n	STR_13057	0.0558943982084459	1	FALSE
abamectin_norm.n	STR_13062	0.14785091287448	1	FALSE
abamectin_norm.n	STR_13066	0.00245962018144754	1	FALSE
abamectin_norm.n	STR_13073	0.0126892799102471	1	FALSE
abamectin_norm.n	STR_13074	0.627481326742955	1	FALSE
abamectin_norm.n	STR_13075	0.0239493551406188	1	FALSE
abamectin_norm.n	STR_13083	0.0379985564516405	1	FALSE
abamectin_norm.n	STR_13084	0.00485689829751281	1	FALSE
abamectin_norm.n	STR_13091	0.00596567517209423	1	FALSE
abamectin_norm.n	STR_13099	0.00232437359230964	1	FALSE
abamectin_norm.n	STR_13101	0.281736560364153	1	FALSE
abamectin_norm.n	STR_13113	0.0133424278168752	1	FALSE
abamectin_norm.n	STR_13114	0.0173933023058669	1	FALSE
abamectin_norm.n	STR_13116	0.0985206861190337	1	FALSE
abamectin_norm.n	STR_13122	0.807529571744975	1	FALSE
abamectin_norm.n	STR_13123	0.00266703363520756	1	FALSE
abamectin_norm.n	STR_13124	0.00374713444850684	1	FALSE
abamectin_norm.n	STR_13128	0.409699879889603	1	FALSE
abamectin_norm.n	STR_13134	0.907161373596488	1	FALSE
abamectin_norm.n	STR_13142	0.432342571949566	1	FALSE
abamectin_norm.n	STR_13145	0.950935541919964	1	FALSE
abamectin_norm.n	STR_13147	0.0182194899335254	1	FALSE
abamectin_norm.n	STR_13160	0.743229640355205	1	FALSE
abamectin_norm.n	STR_13170	0.07894496389935	1	FALSE
abamectin_norm.n	STR_13179	0.00840054621235529	1	FALSE
abamectin_norm.n	STR_13193	0.0840915203455004	1	FALSE
abamectin_norm.n	STR_13206	0.000539586736007948	1	FALSE
abamectin_norm.n	STR_13216	0.60887619024878	1	FALSE
abamectin_norm.n	STR_1322	0.0214002347544028	1	FALSE
abamectin_norm.n	STR_13233	0.0474538328563766	1	FALSE
abamectin_norm.n	STR_13240	0.0779078207566014	1	FALSE
abamectin_norm.n	STR_13247	0.0338611240060153	1	FALSE
abamectin_norm.n	STR_13248	0.0574722883979909	1	FALSE
abamectin_norm.n	STR_13253	0.0468026902292279	1	FALSE
abamectin_norm.n	STR_13256	0.0202864137475604	1	FALSE
abamectin_norm.n	STR_13258	0.0294547616550368	1	FALSE
abamectin_norm.n	STR_13287	0.00354318545292846	1	FALSE
abamectin_norm.n	STR_13304	0.00317849845062136	1	FALSE
abamectin_norm.n	STR_13307	0.577804668954949	1	FALSE
abamectin_norm.n	STR_13310	0.360842480905539	1	FALSE
abamectin_norm.n	STR_13312	0.00187720304103837	1	FALSE
abamectin_norm.n	STR_13326	0.00076935564714031	1	FALSE
abamectin_norm.n	STR_13330	0.00217054743534711	1	FALSE
abamectin_norm.n	STR_13341	0.321267143458662	1	FALSE
abamectin_norm.n	STR_13344	0.0180844273713315	1	FALSE
abamectin_norm.n	STR_13346	0.00802165975160375	1	FALSE
abamectin_norm.n	STR_13348	0.00683703154094607	1	FALSE
abamectin_norm.n	STR_13359	0.00374600145441953	1	FALSE
abamectin_norm.n	STR_13361	0.0357755783459573	1	FALSE
abamectin_norm.n	STR_13374	0.000163360703899803	0.407584956230008	FALSE
abamectin_norm.n	STR_13386	0.00209049111239671	1	FALSE
abamectin_norm.n	STR_13387	0.168988560775523	1	FALSE
abamectin_norm.n	STR_13392	0.00184907478176244	1	FALSE
abamectin_norm.n	STR_13399	0.00101593857188192	1	FALSE
abamectin_norm.n	STR_13408	0.604634108655502	1	FALSE
abamectin_norm.n	STR_1341	0.109170495581452	1	FALSE
abamectin_norm.n	STR_13419	0.985931627941592	1	FALSE
abamectin_norm.n	STR_13430	0.035276405081425	1	FALSE
abamectin_norm.n	STR_13432	0.0999601764022696	1	FALSE
abamectin_norm.n	STR_13447	0.895491730103385	1	FALSE
abamectin_norm.n	STR_13455	0.616195806681595	1	FALSE
abamectin_norm.n	STR_13458	0.630596523671978	1	FALSE
abamectin_norm.n	STR_1346	0.574549163644338	1	FALSE
abamectin_norm.n	STR_13467	0.664733125792839	1	FALSE
abamectin_norm.n	STR_1347	0.681847201059553	1	FALSE
abamectin_norm.n	STR_13472	0.538404130065774	1	FALSE
abamectin_norm.n	STR_13477	0.0257554043104791	1	FALSE
abamectin_norm.n	STR_13478	0.807753297347841	1	FALSE
abamectin_norm.n	STR_13492	0.380393077876317	1	FALSE
abamectin_norm.n	STR_13501	0.873800888231347	1	FALSE
abamectin_norm.n	STR_13502	0.438819981267998	1	FALSE
abamectin_norm.n	STR_13508	0.04809437353177	1	FALSE
abamectin_norm.n	STR_1351	0.200270869570603	1	FALSE
abamectin_norm.n	STR_13527	0.835325055434465	1	FALSE
abamectin_norm.n	STR_13535	0.918769930410571	1	FALSE
abamectin_norm.n	STR_13545	0.00586558776952141	1	FALSE
abamectin_norm.n	STR_13553	0.861967296329274	1	FALSE
abamectin_norm.n	STR_13591	0.123024857091584	1	FALSE
abamectin_norm.n	STR_13602	0.564804397541006	1	FALSE
abamectin_norm.n	STR_13618	0.382836860190888	1	FALSE
abamectin_norm.n	STR_1362	0.489393669711276	1	FALSE
abamectin_norm.n	STR_13620	0.825596793180576	1	FALSE
abamectin_norm.n	STR_13633	0.274065946386939	1	FALSE
abamectin_norm.n	STR_13639	0.545450260911543	1	FALSE
abamectin_norm.n	STR_13656	0.0664118262788704	1	FALSE
abamectin_norm.n	STR_13669	0.124689440659534	1	FALSE
abamectin_norm.n	STR_13676	0.0910864970533412	1	FALSE
abamectin_norm.n	STR_13678	0.016175926318165	1	FALSE
abamectin_norm.n	STR_13691	0.218769575519789	1	FALSE
abamectin_norm.n	STR_13695	0.967645536028001	1	FALSE
abamectin_norm.n	STR_13708	0.916321738216072	1	FALSE
abamectin_norm.n	STR_13712	0.749152299237684	1	FALSE
abamectin_norm.n	STR_13720	0.0999924987061589	1	FALSE
abamectin_norm.n	STR_13730	0.516843176557914	1	FALSE
abamectin_norm.n	STR_13735	0.0739391373795913	1	FALSE
abamectin_norm.n	STR_13736	0.312460938148516	1	FALSE
abamectin_norm.n	STR_13750	0.00334696788112066	1	FALSE
abamectin_norm.n	STR_13753	0.050427187058373	1	FALSE
abamectin_norm.n	STR_13755	0.469709455050902	1	FALSE
abamectin_norm.n	STR_13757	0.000154404612596822	0.385239508429072	FALSE
abamectin_norm.n	STR_13760	0.0222176265728865	1	FALSE
abamectin_norm.n	STR_13761	0.857654353593249	1	FALSE
abamectin_norm.n	STR_13792	0.685543916167645	1	FALSE
abamectin_norm.n	STR_13795	0.00598741522910755	1	FALSE
abamectin_norm.n	STR_13806	0.159362874434295	1	FALSE
abamectin_norm.n	STR_13811	0.0129409895287757	1	FALSE
abamectin_norm.n	STR_1382	0.611226525133764	1	FALSE
abamectin_norm.n	STR_13821	0.0479818636352229	1	FALSE
abamectin_norm.n	STR_13850	0.915260238123341	1	FALSE
abamectin_norm.n	STR_13855	0.00189855479902928	1	FALSE
abamectin_norm.n	STR_13870	0.50940209311445	1	FALSE
abamectin_norm.n	STR_13886	0.676750304175147	1	FALSE
abamectin_norm.n	STR_13901	0.0613489565857319	1	FALSE
abamectin_norm.n	STR_13902	0.369332919356834	1	FALSE
abamectin_norm.n	STR_13904	0.00704063272730597	1	FALSE
abamectin_norm.n	STR_13919	0.0495672625275886	1	FALSE
abamectin_norm.n	STR_13924	0.929836782305041	1	FALSE
abamectin_norm.n	STR_13931	0.995427760484149	1	FALSE
abamectin_norm.n	STR_13942	0.00057173688707173	1	FALSE
abamectin_norm.n	STR_13944	0.198527451336423	1	FALSE
abamectin_norm.n	STR_13946	0.29747229835826	1	FALSE
abamectin_norm.n	STR_13952	0.0362921863190601	1	FALSE
abamectin_norm.n	STR_13959	0.998128917267668	1	FALSE
abamectin_norm.n	STR_1396	0.0155019829319366	1	FALSE
abamectin_norm.n	STR_13962	0.83509548274854	1	FALSE
abamectin_norm.n	STR_13973	0.00251622439671568	1	FALSE
abamectin_norm.n	STR_13975	0.0193136479394762	1	FALSE
abamectin_norm.n	STR_13985	0.498835760428492	1	FALSE
abamectin_norm.n	STR_13996	0.000748784999284994	1	FALSE
abamectin_norm.n	STR_1400	0.0795825346028609	1	FALSE
abamectin_norm.n	STR_14003	0.578787002305916	1	FALSE
abamectin_norm.n	STR_14004	0.698498871176289	1	FALSE
abamectin_norm.n	STR_14005	0.84291731134242	1	FALSE
abamectin_norm.n	STR_14010	4.9403422727853e-05	0.123261539705993	FALSE
abamectin_norm.n	STR_14018	0.571223771420969	1	FALSE
abamectin_norm.n	STR_1404	0.129055561525643	1	FALSE
abamectin_norm.n	STR_14042	0.0861666694044482	1	FALSE
abamectin_norm.n	STR_14064	0.400875320605725	1	FALSE
abamectin_norm.n	STR_14084	0.763540748409263	1	FALSE
abamectin_norm.n	STR_14085	0.0228128695490921	1	FALSE
abamectin_norm.n	STR_14135	0.979342627418294	1	FALSE
abamectin_norm.n	STR_14157	0.136840270485889	1	FALSE
abamectin_norm.n	STR_14164	0.697432736677297	1	FALSE
abamectin_norm.n	STR_14172	0.471183924457815	1	FALSE
abamectin_norm.n	STR_14187	0.27753152123134	1	FALSE
abamectin_norm.n	STR_14200	0.819459805128665	1	FALSE
abamectin_norm.n	STR_14206	0.104539121515239	1	FALSE
abamectin_norm.n	STR_14230	0.00037848296147733	0.944314988885937	FALSE
abamectin_norm.n	STR_14239	0.0338614304126026	1	FALSE
abamectin_norm.n	STR_14240	0.56713615937081	1	FALSE
abamectin_norm.n	STR_14243	0.489038590588624	1	FALSE
abamectin_norm.n	STR_14247	0.132526978117901	1	FALSE
abamectin_norm.n	STR_1428	0.372907166111246	1	FALSE
abamectin_norm.n	STR_14299	0.665035025325284	1	FALSE
abamectin_norm.n	STR_14302	2.51626717186389e-08	6.2780865938004e-05	TRUE
abamectin_norm.n	STR_14311	0.00968681070609721	1	FALSE
abamectin_norm.n	STR_14316	0.541500362408948	1	FALSE
abamectin_norm.n	STR_14334	0.66532963010536	1	FALSE
abamectin_norm.n	STR_1435	0.337597986203597	1	FALSE
abamectin_norm.n	STR_14352	0.512940324348252	1	FALSE
abamectin_norm.n	STR_14370	1.42602486589557e-05	0.0355793204040945	TRUE
abamectin_norm.n	STR_14377	1.13612187734992e-05	0.0283462408398805	TRUE
abamectin_norm.n	STR_14381	0.0075002811588837	1	FALSE
abamectin_norm.n	STR_144	0.0498185293963652	1	FALSE
abamectin_norm.n	STR_14409	0.695458742987479	1	FALSE
abamectin_norm.n	STR_1441	0.0239250657755479	1	FALSE
abamectin_norm.n	STR_14427	0.731811170738472	1	FALSE
abamectin_norm.n	STR_14430	0.538737085823982	1	FALSE
abamectin_norm.n	STR_14488	0.200036639714303	1	FALSE
abamectin_norm.n	STR_14490	0.151658362889038	1	FALSE
abamectin_norm.n	STR_14498	0.796584276334564	1	FALSE
abamectin_norm.n	STR_14502	0.364413569105422	1	FALSE
abamectin_norm.n	STR_14515	0.602654074211835	1	FALSE
abamectin_norm.n	STR_14523	0.89777644307972	1	FALSE
abamectin_norm.n	STR_14542	0.320556287750396	1	FALSE
abamectin_norm.n	STR_1457	0.476727280196526	1	FALSE
abamectin_norm.n	STR_14591	0.684198663951616	1	FALSE
abamectin_norm.n	STR_14592	0.22726425288945	1	FALSE
abamectin_norm.n	STR_14593	0.129585458969858	1	FALSE
abamectin_norm.n	STR_14624	0.00224071612333373	1	FALSE
abamectin_norm.n	STR_14634	0.179545863906534	1	FALSE
abamectin_norm.n	STR_14644	0.904431406842239	1	FALSE
abamectin_norm.n	STR_14681	0.0470198857199818	1	FALSE
abamectin_norm.n	STR_14710	0.0061723857006274	1	FALSE
abamectin_norm.n	STR_14712	0.00253687852707502	1	FALSE
abamectin_norm.n	STR_14726	0.00260924970935947	1	FALSE
abamectin_norm.n	STR_14727	0.000445272452191198	1	FALSE
abamectin_norm.n	STR_14729	0.671819681261265	1	FALSE
abamectin_norm.n	STR_14814	0.382350687479142	1	FALSE
abamectin_norm.n	STR_14821	0.00349555665198859	1	FALSE
abamectin_norm.n	STR_14832	0.485447871747034	1	FALSE
abamectin_norm.n	STR_14834	0.00347976323526736	1	FALSE
abamectin_norm.n	STR_14857	0.0180400853128486	1	FALSE
abamectin_norm.n	STR_14865	0.00560512606007824	1	FALSE
abamectin_norm.n	STR_14896	0.410961407141291	1	FALSE
abamectin_norm.n	STR_14921	0.969183469995077	1	FALSE
abamectin_norm.n	STR_14923	0.35408962967789	1	FALSE
abamectin_norm.n	STR_14924	0.0410044222800194	1	FALSE
abamectin_norm.n	STR_14936	0.683750923509738	1	FALSE
abamectin_norm.n	STR_14949	0.424204183283298	1	FALSE
abamectin_norm.n	STR_14954	0.254269683036032	1	FALSE
abamectin_norm.n	STR_14957	0.819062786899929	1	FALSE
abamectin_norm.n	STR_14964	0.0528262023291493	1	FALSE
abamectin_norm.n	STR_14991	0.00783866744322234	1	FALSE
abamectin_norm.n	STR_14993	0.0195282750241238	1	FALSE
abamectin_norm.n	STR_15050	0.803541340736187	1	FALSE
abamectin_norm.n	STR_15099	0.139035278005973	1	FALSE
abamectin_norm.n	STR_15115	0.681637754816467	1	FALSE
abamectin_norm.n	STR_15122	0.670697201036375	1	FALSE
abamectin_norm.n	STR_15135	0.678010220064353	1	FALSE
abamectin_norm.n	STR_15141	0.943270559482255	1	FALSE
abamectin_norm.n	STR_15166	0.907416457192063	1	FALSE
abamectin_norm.n	STR_1517	0.0951903624306497	1	FALSE
abamectin_norm.n	STR_15181	0.768423856283364	1	FALSE
abamectin_norm.n	STR_15184	0.709664152162535	1	FALSE
abamectin_norm.n	STR_15201	0.690425017747857	1	FALSE
abamectin_norm.n	STR_15205	0.599529826615571	1	FALSE
abamectin_norm.n	STR_15242	0.615618607904508	1	FALSE
abamectin_norm.n	STR_15258	0.194944621788179	1	FALSE
